Account ,Date,Transaction Type,No.,Name,Memo/Description,Split,Amount,Balance
,02/07/2021,Bill Payment (Cheque),Maria1640,CTS (GB) Limited,,NatWest ****7810,"-1,162.94","954,304.21"
,02/07/2021,Bill Payment (Cheque),Maria1638,LAMBETH,,NatWest ****7810,-69.74,"954,234.47"
,02/07/2021,Bill,1087,Fieldsports Press Limited,,MARKETING/SELLING:Marketing,"1,794.00","956,028.47"
,02/07/2021,Bill,6564,CA Bookkeeping Services Ltd,,Bookkeeping & Payroll,844.8,"956,873.27"
,02/07/2021,Bill,705046,John Rothery Co Ltd,,-Split-,52.46,"956,925.73"
,02/07/2021,Bill Payment (Cheque),Maria1639,CTS (GB) Limited,,NatWest ****7810,-50,"956,875.73"
,05/07/2021,Bill Payment (Cheque),Maria1645,Jamie,,NatWest ****7810,-277.79,"956,597.94"
,05/07/2021,Bill Payment (Cheque),Maria1646,Quantum,,NatWest ****7810,-408,"956,189.94"
,05/07/2021,Bill Payment (Cheque),Maria1644,A G Sinnett,,NatWest ****7810,-259.87,"955,930.07"
,05/07/2021,Bill,102863,PDQ Freight Ltd,,-Split-,481.5,"956,411.57"
,05/07/2021,Bill,R17-04-53,IDR Associates,,-Split-,"1,465.78","957,877.35"
,05/07/2021,Bill,,Jamie,,-Split-,470.31,"958,347.66"
,05/07/2021,Bill,2.11E+13,Blaser Group UK supplier,,Prepayments,274.8,"958,622.46"
,05/07/2021,Bill,68340,ARC,,ADMINISTRATION:Office Supplies,75.99,"958,698.45"
,05/07/2021,Bill,1172,Cooper Roberts,,-Split-,"17,304.00","976,002.45"
,06/07/2021,Bill,Rigby16,Dirty laundry,,ADMINISTRATION:Cleaning Supplies,76.8,"976,079.25"
,06/07/2021,Bill,102887,PDQ Freight Ltd,,-Split-,"2,039.31","978,118.56"
,06/07/2021,Bill,,A G Sinnett,,-Split-,160.12,"978,278.68"
,07/07/2021,Bill Payment (Cheque),Maria1674,Rentokil,,NatWest ****7810,-352.78,"977,925.90"
,07/07/2021,Bill Payment (Cheque),Maria1673,GWT Media,,NatWest ****7810,-45,"977,880.90"
,07/07/2021,Bill,ORD05198,Durable Fasteners Ltd,Waiting for Invoice,Cost of sales,214.8,"978,095.70"
,07/07/2021,Bill,2021-11050,Triebel GMBH,1 EUR - £0.8581,-Split-,"1,886.97","979,982.67"
,07/07/2021,Bill,3146,IPS Gunmaking Ltd,,Work in Progress,"1,873.00","981,855.67"
,07/07/2021,Bill Payment (Cheque),9320,eon,,Commerzbank,-255.5,"981,600.17"
,08/07/2021,Bill Payment (Cheque),Maria1668,GMK,,NatWest ****7810,-391.09,"981,209.08"
,08/07/2021,Bill,2021/067,Top Blades International,,-Split-,"4,680.00","985,889.08"
,08/07/2021,Bill,2021-0050,Revolution Wines,,MARKETING/SELLING:Postage and Delivery,38.4,"985,927.48"
,08/07/2021,Bill,210701,Mayfair  Engineering,,-Split-,"3,606.00","989,533.48"
,09/07/2021,Bill,,Jerome  Lannoue,1 Eur = £0.85819,-Split-,"1,927.66","991,461.14"
,10/07/2021,Bill,,David E Josey,,Work in Progress,"4,348.00","995,809.14"
,12/07/2021,Bill Payment (Cheque),Maria1676,Frederique Lepinois,,NatWest ****7810,"-12,715.00","983,094.14"
,12/07/2021,Bill Payment (Cheque),9318,ElS And Co (Pty) Ltd,,Commerzbank,"-4,378.00","978,716.14"
,12/07/2021,Bill,1885,L W Butler,,Work in Progress,822,"979,538.14"
,12/07/2021,Bill,,Barton Gun Work,,-Split-,381.6,"979,919.74"
,12/07/2021,Bill,INV102900,PDQ Freight Ltd,,-Split-,865.43,"980,785.17"
,12/07/2021,Bill,,Frederique Lepinois,,ADMINISTRATION:Bank & card charges,15,"980,800.17"
,13/07/2021,Bill Payment (Cheque),Maria1690,DHL,,NatWest ****7810,"-2,656.72","978,143.45"
,13/07/2021,Bill Payment (Cheque),Maria1691,Irvine Springs Company Ltd,,NatWest ****7810,-481.2,"977,662.25"
,13/07/2021,Bill,PRO/117309,Fluid Branding Ltd,Waiting for Invoice,-Split-,419.28,"978,081.53"
,13/07/2021,Bill,80148445,LAMBETH,,ADMINISTRATION:Office Cleaning,160.65,"978,242.18"
,13/07/2021,Bill,1210JRL,Laser Welding Services,,-Split-,223.38,"978,465.56"
,13/07/2021,Bill,SALES ORDER,Wbc,,-Split-,117.54,"978,583.10"
,13/07/2021,Bill,,Jamie,,MARKETING/SELLING:Petrol,174.54,"978,757.64"
,14/07/2021,Bill Payment (Cheque),Maria1678,Cooper Roberts,,NatWest ****7810,"-17,304.00","961,453.64"
,14/07/2021,Bill Payment (Cheque),Maria1677,Top Blades International,,NatWest ****7810,"-4,680.00","956,773.64"
,15/07/2021,Bill,23,Kingsmen,,Work in Progress,"72,000.00","1,028,773.64"
,15/07/2021,Bill,1087,Fieldsports Press Limited,,MARKETING/SELLING,"1,794.00","1,030,567.64"
,15/07/2021,Bill,17630,Kynamco Limited,,-Split-,28.44,"1,030,596.08"
,15/07/2021,Bill,3640,Tweed Media,,-Split-,"8,308.07","1,038,904.15"
,15/07/2021,Bill,44504,The Company of Gunmakers,,-Split-,"2,784.64","1,041,688.79"
,15/07/2021,Bill,425028,Aerial Direct,,MARKETING/SELLING:Telephone Expense,76.52,"1,041,765.31"
,15/07/2021,Bill,1212JRL,Laser Welding Services,,-Split-,946.15,"1,042,711.46"
,15/07/2021,Bill,INV102907,PDQ Freight Ltd,,-Split-,"1,635.72","1,044,347.18"
,15/07/2021,Bill Payment (Cheque),Maria1695,Aerial Direct,,NatWest ****7810,-180,"1,044,167.18"
,15/07/2021,Bill Payment (Cheque),Maria1694,LAMBETH,,NatWest ****7810,-390.64,"1,043,776.54"
,16/07/2021,Bill,AVI8648684,DHL,,-Split-,70.32,"1,043,846.86"
,16/07/2021,Bill,,Aerial Direct,,MARKETING/SELLING:Telephone Expense,137.67,"1,043,984.53"
,16/07/2021,Bill,107,Karen Marion Wallace,,-Split-,"3,000.00","1,046,984.53"
,18/07/2021,Bill,RE0121,Holzwelt Cases,,Stock / Inventory Asset,321.47,"1,047,306.00"
,19/07/2021,Bill Payment (Cheque),Maria1680,CA Bookkeeping Services Ltd,,NatWest ****7810,-844.8,"1,046,461.20"
,19/07/2021,Bill Payment (Cheque),Maria1700,Jamie,,NatWest ****7810,-470.31,"1,045,990.89"
,19/07/2021,Bill Payment (Cheque),Maria1698,Mark Remmant,,NatWest ****7810,-293,"1,045,697.89"
,19/07/2021,Bill Payment (Cheque),Maria1697,Quantum,,NatWest ****7810,"-1,588.20","1,044,109.69"
,19/07/2021,Bill,44508,The Company of Gunmakers,,Work in Progress,48,"1,044,157.69"
,19/07/2021,Bill,97,Ray St Ledger & Sons,,Work in Progress,"1,678.80","1,045,836.49"
,19/07/2021,Bill,20792,Bond Fabrications Ltd,,Furniture and Fixtures,"17,405.40","1,063,241.89"
,19/07/2021,Bill Payment (Cheque),Maria1681,A G Sinnett,,NatWest ****7810,-160.12,"1,063,081.77"
,19/07/2021,Bill,INV102914,PDQ Freight Ltd,,-Split-,779.87,"1,063,861.64"
,19/07/2021,Bill,20793,Bond Fabrications Ltd,,MARKETING/SELLING,"3,184.80","1,067,046.44"
,19/07/2021,Bill,21225215,Swarovski Optik,,-Split-,"2,775.00","1,069,821.44"
,19/07/2021,Bill,INV-1821,Emberleaf Workshop,,-Split-,"1,668.96","1,071,490.40"
,20/07/2021,Bill,INV102918,PDQ Freight Ltd,,-Split-,938.63,"1,072,429.03"
,20/07/2021,Bill,INV102917,PDQ Freight Ltd,,-Split-,"5,432.15","1,077,861.18"
,20/07/2021,Bill,35774,Argent Steel,,-Split-,392.4,"1,078,253.58"
,20/07/2021,Bill Payment (Cheque),Maria1682,Ray St Ledger & Sons,,NatWest ****7810,"-3,092.40","1,075,161.18"
,20/07/2021,Bill Payment (Cheque),Maria1701,Natraj Publishers,,NatWest ****7810,-272.5,"1,074,888.68"
,20/07/2021,Bill Payment (Cheque),Maria1703,DHL,,NatWest ****7810,-70.32,"1,074,818.36"
,21/07/2021,Bill,INV20642,EtherLive LTD,,MARKETING/SELLING,374.4,"1,075,192.76"
,21/07/2021,Bill Payment (Cheque),Maria1704,Parcelforce,,NatWest ****7810,"-1,089.38","1,074,103.38"
,22/07/2021,Bill,,Jamie,,-Split-,472.37,"1,074,575.75"
,22/07/2021,Bill Payment (Cheque),Maria2188,Lothar Walther,,-Split-,,"1,074,575.75"
,22/07/2021,Bill,61802,Manchester Automatic Machining,,-Split-,850.2,"1,075,425.95"
,22/07/2021,Bill Payment (Cheque),Maria1683,Fly odyssey UK Ltd,,NatWest ****7810,-550,"1,074,875.95"
,22/07/2021,Bill,INV102931,PDQ Freight Ltd,,-Split-,"1,183.46","1,076,059.41"
,23/07/2021,Bill Payment (Cheque),Maria1685,Bond Fabrications Ltd,,NatWest ****7810,"-17,405.40","1,058,654.01"
,23/07/2021,Bill,44519,The Company of Gunmakers,,-Split-,"1,142.77","1,059,796.78"
,23/07/2021,Bill Payment (Cheque),Maria1686,Alan Rhone lTD,,NatWest ****7810,-819.2,"1,058,977.58"
,25/07/2021,Bill,1,JOHN HALSALL,,MARKETING/SELLING,700,"1,059,677.58"
,25/07/2021,Bill,,Marc Newton Expenses,,MARKETING/SELLING:Subsistasnce and Entertainment expenses,71,"1,059,748.58"
,25/07/2021,Bill,5980,Beck Office,,Bookkeeping & Payroll,72,"1,059,820.58"
,26/07/2021,Bill,210703,Mayfair  Engineering,,-Split-,"7,092.00","1,066,912.58"
,26/07/2021,Bill Payment (Cheque),Maria1687,PDQ Freight Ltd,,NatWest ****7810,"-5,566.94","1,061,345.64"
,26/07/2021,Bill Payment (Cheque),Maria1688,BF&D LIMITED,,NatWest ****7810,"-1,000.00","1,060,345.64"
,27/07/2021,Bill,AVI8672516,DHL,,-Split-,272.88,"1,060,618.52"
,27/07/2021,Bill,,A G Sinnett,,ADMINISTRATION:Office Supplies,345.78,"1,060,964.30"
,28/07/2021,Bill,210705,Mayfair  Engineering,,-Split-,195.96,"1,061,160.26"
,28/07/2021,Bill Payment (Cheque),Maria1713,Worldpay,,NatWest ****7810,-167.72,"1,060,992.54"
,28/07/2021,Bill Payment (Cheque),Maria1716,Propel Finance No 1,,NatWest ****7810,-218.16,"1,060,774.38"
,29/07/2021,Bill,8400046853,Blaser Group,,-Split-,"78,291.05","1,139,065.43"
,29/07/2021,Bill,8400046854,Blaser Group,,-Split-,"1,504.50","1,140,569.93"
,29/07/2021,Bill,RE-202107/14074,Karl Beier,,-Split-,421.95,"1,140,991.88"
,29/07/2021,Bill,1837,Emberleaf Workshop,,-Split-,218.02,"1,141,209.90"
,29/07/2021,Bill,730267,Propel Finance No 1,,MARKETING/SELLING:Telephone Expense,218.16,"1,141,428.06"
,29/07/2021,Bill Payment (Cheque),Maria1708,William Wild,,NatWest ****7810,"-3,250.00","1,138,178.06"
,29/07/2021,Bill Payment (Cheque),Maria1706,Tweed Media,,NatWest ****7810,"-8,308.07","1,129,869.99"
,29/07/2021,Bill Payment (Cheque),Maria1707,BF&D LIMITED,,NatWest ****7810,"-4,650.00","1,125,219.99"
,30/07/2021,Bill,72247,Harper Office,,ADMINISTRATION:Office Supplies,217.03,"1,125,437.02"
,30/07/2021,Bill Payment (Cheque),Maria1712,Julian & Sons,,NatWest ****7810,-909.72,"1,124,527.30"
,30/07/2021,Bill Payment (Cheque),Maria1711,Broadbent Leather goods,,NatWest ****7810,-682.5,"1,123,844.80"
,30/07/2021,Bill,72246,Harper Office,,ADMINISTRATION:Office Supplies,267.6,"1,124,112.40"
,30/07/2021,Bill,21-4324,John Ross,,MARKETING/SELLING,240,"1,124,352.40"
,30/07/2021,Bill,992,T F Wood & Son,,-Split-,"2,850.00","1,127,202.40"
,30/07/2021,Bill Payment (Cheque),Maria1710,PDQ Freight Ltd,,NatWest ****7810,"-6,562.71","1,120,639.69"
,31/07/2021,Bill Payment (Cheque),1148,Snappy Snaps,,Commercial card,-479.89,"1,120,159.80"
,31/07/2021,Bill,GD0721,Blaser USA,,MARKETING/SELLING:Consultants,"6,148.60","1,126,308.40"
,31/07/2021,Bill,,Blaser Group,,Shared cost,"1,015.00","1,127,323.40"
,31/07/2021,Bill,,Blaser Group,,Shared cost,"2,636.50","1,129,959.90"
,31/07/2021,Bill,,T & D O'Neill,,-Split-,240,"1,130,199.90"
,31/07/2021,Bill,,T & D O'Neill,,Cost of sales,"1,760.00","1,131,959.90"
,31/07/2021,Bill,163985208,Worldpay,,-Split-,175.41,"1,132,135.31"
,01/08/2021,Bill,600589,Traditional English Guncases Ltd,Cost of sale for invoice 12424 Blaser Norway,Cost of sales,144,"1,132,279.31"
,01/08/2021,Bill,44475,The Company of Gunmakers,,-Split-,60,"1,132,339.31"
,01/08/2021,Bill,600598,Traditional English Guncases Ltd,,-Split-,"1,716.00","1,134,055.31"
,01/08/2021,Bill,2.11E+13,Blaser Group UK supplier,,MARKETING/SELLING:Postage and Delivery,61.2,"1,134,116.51"
,01/08/2021,Bill,,Tamas Szarka,,MARKETING/SELLING:Staff welfare and Training,24.5,"1,134,141.01"
,01/08/2021,Bill,AN1388396,Redhead International,Invoice dated 7 July 21,MARKETING/SELLING:Postage and Delivery,50,"1,134,191.01"
,01/08/2021,Bill,44487,The Company of Gunmakers,,-Split-,78,"1,134,269.01"
,01/08/2021,Bill,2.11E+13,Blaser Group,COS - To Carl King invoice ref: 12488,Cost of sales,274.8,"1,134,543.81"
,01/08/2021,Bill,600597,Traditional English Guncases Ltd,,-Split-,"1,464.00","1,136,007.81"
,01/08/2021,Bill,1747,A T Miles,,-Split-,800,"1,136,807.81"
,01/08/2021,Bill,1180,Cooper Roberts,,Storage,540,"1,137,347.81"
,01/08/2021,Bill,17944,GWT Media,,ADMINISTRATION:Computer and Internet Expenses,217.8,"1,137,565.61"
,01/08/2021,Bill,103,Coggan Simon Engraver,,Work in Progress,816,"1,138,381.61"
,01/08/2021,Bill,1159,Cooper Roberts,,Prepayments,"4,200.00","1,142,581.61"
,01/08/2021,Bill,152,Nigel Westway,,-Split-,"3,065.00","1,145,646.61"
,01/08/2021,Bill,101RIG,FOREMAN LOGISTICS,,MARKETING/SELLING,"1,296.00","1,146,942.61"
,01/08/2021,Bill,17860,GWT Media,,ADMINISTRATION:Computer and Internet Expenses,45,"1,146,987.61"
,01/08/2021,Bill,102,TRADE SECRET,,-Split-,245,"1,147,232.61"
,01/08/2021,Bill,AN1379413,Redhead International,Invoice dated 28 June 21,MARKETING/SELLING:Postage and Delivery,50,"1,147,282.61"
,01/08/2021,Bill,AVI8711332,DHL,,-Split-,"1,017.33","1,148,299.94"
,01/08/2021,Bill,NI147922,Big Yellow Self Storage,,-Split-,"1,132.88","1,149,432.82"
,01/08/2021,Bill,6710,Field Sports Publishing Inc,£1 = $1.391,MARKETING/SELLING,"2,730.68","1,152,163.50"
,01/08/2021,Bill,AN1343718,Redhead International,invoice dated 20 Apr 21,MARKETING/SELLING:Postage and Delivery,50,"1,152,213.50"
,01/08/2021,Bill,HV69MFA,Ford,,MARKETING/SELLING:Car Rental,550.42,"1,152,763.92"
,01/08/2021,Bill,600590,Traditional English Guncases Ltd,Cost of sale for invoice 12447 V Daigle,Cost of sales,960,"1,153,723.92"
,01/08/2021,Bill,460,London Barrel Maker,,Work in Progress,"3,240.00","1,156,963.92"
,01/08/2021,Bill,910035900,Hoffmann Group,,Materials & Tools,27.55,"1,156,991.47"
,02/08/2021,Bill,,JP Smithson Ltd,,ADMINISTRATION:Exchange Rate cost,41.87,"1,157,033.34"
,02/08/2021,Bill,348,IPS Gunmaking Ltd,,Work in Progress,"3,337.00","1,160,370.34"
,02/08/2021,Bill Payment (Cheque),Maria1765,Big Yellow Self Storage,,NatWest ****7810,"-1,132.88","1,159,237.46"
,02/08/2021,Bill Payment (Cheque),9326,L & O Immobilien GMBH & Co KG,,Commerzbank,"-10,666.11","1,148,571.35"
,02/08/2021,Bill Payment (Cheque),Maria1727,JP Smithson Ltd,,NatWest ****7810,-660.12,"1,147,911.23"
,02/08/2021,Bill,,Barton Gun Work,,-Split-,753.6,"1,148,664.83"
,02/08/2021,Bill,,Jerome  Lannoue,,-Split-,"3,825.00","1,152,489.83"
,02/08/2021,Bill,INV0003480,ElS And Co (Pty) Ltd,,-Split-,"1,562.00","1,154,051.83"
,02/08/2021,Bill Payment (Cheque),1063,Marc Newton Expenses,,Commercial card,-71,"1,153,980.83"
,03/08/2021,Bill,69066,ARC,,ADMINISTRATION:Office Supplies,68.46,"1,154,049.29"
,04/08/2021,Bill Payment (Cheque),Maria1718,Bond Fabrications Ltd,,NatWest ****7810,"-3,184.80","1,150,864.49"
,04/08/2021,Bill,1001/00082290,Edgar Brothers,,-Split-,666.02,"1,151,530.51"
,04/08/2021,Bill,2587,First Sight Design Ltd,,MARKETING/SELLING,192,"1,151,722.51"
,05/08/2021,Bill,6654,CA Bookkeeping Services Ltd,,Bookkeeping & Payroll,"1,056.00","1,152,778.51"
,05/08/2021,Bill,1851,Emberleaf Workshop,,-Split-,224.4,"1,153,002.91"
,05/08/2021,Bill,8400048429,Blaser Group,,Shipping & Freight,111.48,"1,153,114.39"
,05/08/2021,Bill,26/05/4388,Giclee UK Ltd,,-Split-,588.5,"1,153,702.89"
,05/08/2021,Bill,33,Steve Kelly,,-Split-,"5,850.00","1,159,552.89"
,06/08/2021,Bill Payment (Cheque),Maria1730,PDQ Freight Ltd,,NatWest ****7810,"-13,356.07","1,146,196.82"
,06/08/2021,Bill,72334,Harper Office,,ADMINISTRATION:Office Supplies,34.14,"1,146,230.96"
,06/08/2021,Bill,8400048644,Blaser Group,,Shipping & Freight,718.62,"1,146,949.58"
,06/08/2021,Bill,21512568,Rentokil,,MARKETING/SELLING:Repair and maintenance,352.78,"1,147,302.36"
,06/08/2021,Bill Payment (Cheque),Maria1723,David E Josey,,NatWest ****7810,"-4,348.00","1,142,954.36"
,06/08/2021,Bill Payment (Cheque),Maria1722,JOHN HALSALL,,NatWest ****7810,-700,"1,142,254.36"
,06/08/2021,Bill Payment (Cheque),Maria1721,IDR Associates,,NatWest ****7810,"-1,465.78","1,140,788.58"
,09/08/2021,Bill Payment (Cheque),Maria1768,SNT Adventure Brands LLC,,NatWest ****7810,"-1,801.87","1,138,986.71"
,09/08/2021,Bill Payment (Cheque),Maria1758,GWT Media,,NatWest ****7810,-532.8,"1,138,453.91"
,09/08/2021,Bill Payment (Cheque),Maria1754,Arms Restoration Services,,NatWest ****7810,"-1,020.00","1,137,433.91"
,09/08/2021,Bill Payment (Cheque),Maria1736,DMC Custom Cartridges,,NatWest ****7810,-781.75,"1,136,652.16"
,09/08/2021,Bill Payment (Cheque),1168,Kynamco Limited,,Commercial card,-28.44,"1,136,623.72"
,09/08/2021,Bill Payment (Cheque),Maria1767,Karl Beier,,NatWest ****7810,-446.07,"1,136,177.65"
,09/08/2021,Bill Payment (Cheque),Maria1747,Emberleaf Workshop,,NatWest ****7810,"-4,847.38","1,131,330.27"
,09/08/2021,Bill Payment (Cheque),Maria1762,Jerome  Lannoue,,NatWest ****7810,-789.91,"1,130,540.36"
,09/08/2021,Bill Payment (Cheque),9191,Blaser USA,,Barter Account,"-6,148.60","1,124,391.76"
,09/08/2021,Bill Payment (Cheque),Maria1746,Coggan Simon Engraver,,NatWest ****7810,-816,"1,123,575.76"
,09/08/2021,Bill Payment (Cheque),Maria1761,Laser Welding Services,,NatWest ****7810,"-1,327.75","1,122,248.01"
,09/08/2021,Bill Payment (Cheque),Maria1751,Manchester Automatic Machining,,NatWest ****7810,"-1,236.60","1,121,011.41"
,09/08/2021,Bill Payment (Cheque),Maria1753,Phil Coggan,,NatWest ****7810,"-5,000.00","1,116,011.41"
,09/08/2021,Bill Payment (Cheque),Maria1740,John Rothery Co Ltd,,NatWest ****7810,-52.46,"1,115,958.95"
,09/08/2021,Bill Payment (Cheque),Maria1764,Jerome  Lannoue,,NatWest ****7810,"-3,840.00","1,112,118.95"
,09/08/2021,Bill Payment (Cheque),Maria1737,Harper Office,,NatWest ****7810,-740.73,"1,111,378.22"
,09/08/2021,Bill Payment (Cheque),Maria1744,Barton Gun Work,,NatWest ****7810,"-1,668.96","1,109,709.26"
,09/08/2021,Bill Payment (Cheque),Maria1769,SNT Adventure Brands LLC,,NatWest ****7810,-728.08,"1,108,981.18"
,09/08/2021,Bill Payment (Cheque),Maria1749,Ian Moran,,NatWest ****7810,"-3,500.00","1,105,481.18"
,09/08/2021,Bill Payment (Cheque),Maria1733,A T Miles,,NatWest ****7810,"-2,281.90","1,103,199.28"
,09/08/2021,Bill Payment (Cheque),9325,Kingsmen,,Commerzbank,"-72,000.00","1,031,199.28"
,09/08/2021,Bill Payment (Cheque),Maria1755,Brock & Norris,,NatWest ****7810,-488.42,"1,030,710.86"
,09/08/2021,Bill Payment (Cheque),Maria1741,Karen Marion Wallace,,NatWest ****7810,"-3,000.00","1,027,710.86"
,09/08/2021,Bill Payment (Cheque),Maria1735,Jamie,,NatWest ****7810,-646.91,"1,027,063.95"
,09/08/2021,Bill Payment (Cheque),Maria1756,Revolution Wines,,NatWest ****7810,-37.4,"1,027,026.55"
,09/08/2021,Bill Payment (Cheque),Maria1757,ARC,,NatWest ****7810,-183.37,"1,026,843.18"
,09/08/2021,Bill Payment (Cheque),Maria1743,Ray St Ledger & Sons,,NatWest ****7810,"-4,399.20","1,022,443.98"
,09/08/2021,Bill Payment (Cheque),Maria1739,John Ross,,NatWest ****7810,-240,"1,022,203.98"
,09/08/2021,Bill Payment (Cheque),Maria1745,Beck Office,,NatWest ****7810,-216,"1,021,987.98"
,09/08/2021,Bill Payment (Cheque),Maria1742,Quantum,,NatWest ****7810,-234,"1,021,753.98"
,09/08/2021,Bill Payment (Cheque),Maria1763,Jerome  Lannoue,,NatWest ****7810,"-1,137.75","1,020,616.23"
,09/08/2021,Bill Payment (Cheque),Maria1731,Nigel Westway,,NatWest ****7810,"-3,065.00","1,017,551.23"
,09/08/2021,Bill Payment (Cheque),Maria1748,First Sight Design Ltd,,NatWest ****7810,-192,"1,017,359.23"
,09/08/2021,Bill Payment (Cheque),Maria1734,A G Sinnett,,NatWest ****7810,-345.78,"1,017,013.45"
,09/08/2021,Bill Payment (Cheque),Maria1732,John Whitfield,,NatWest ****7810,"-1,060.00","1,015,953.45"
,09/08/2021,Bill Payment (Cheque),Maria1752,Mayfair  Engineering,,NatWest ****7810,"-3,606.00","1,012,347.45"
,09/08/2021,Supplier Credit,,SNT Adventure Brands LLC,,ADMINISTRATION:Exchange Rate cost,-80.31,"1,012,267.14"
,09/08/2021,Bill,,Karl Beier,,ADMINISTRATION:Exchange Rate cost,24.12,"1,012,291.26"
,09/08/2021,Bill,,Hambrusch,,ADMINISTRATION:Exchange Rate cost,25.01,"1,012,316.27"
,09/08/2021,Bill,,SNT Adventure Brands LLC,,ADMINISTRATION:Exchange Rate cost,56.87,"1,012,373.14"
,09/08/2021,Bill,INV102970,PDQ Freight Ltd,,-Split-,436.5,"1,012,809.64"
,09/08/2021,Bill,2021-11229,Triebel GMBH,,Machinery,260.8,"1,013,070.44"
,09/08/2021,Bill,CN0014361,Redhead International,,MARKETING/SELLING:Postage and Delivery,"15,543.33","1,028,613.77"
,10/08/2021,Bill Payment (Cheque),9331,ElS And Co (Pty) Ltd,,Commerzbank,"-1,562.00","1,027,051.77"
,10/08/2021,Bill,180,Fox & Co Bespokw Ltd,,-Split-,186,"1,027,237.77"
,10/08/2021,Bill Payment (Cheque),9332,Hibo Industies (China) Co.Ltd,,Commerzbank,"-3,603.17","1,023,634.60"
,10/08/2021,Bill Payment (Cheque),Maria1775,T & D O'Neill,,NatWest ****7810,"-2,960.00","1,020,674.60"
,10/08/2021,Bill Payment (Cheque),Maria1759,GWT Media,,NatWest ****7810,-45,"1,020,629.60"
,10/08/2021,Bill Payment (Cheque),Maria1778,Johnsons & Co Ltd,,NatWest ****7810,-468,"1,020,161.60"
,10/08/2021,Bill Payment (Cheque),Maria1776,Worldpay,,NatWest ****7810,-175,"1,019,986.60"
,10/08/2021,Bill Payment (Cheque),Maria1738,Harper Office,,NatWest ****7810,-34.14,"1,019,952.46"
,10/08/2021,Bill Payment (Cheque),Maria1779,T F Wood & Son,,NatWest ****7810,"-2,850.00","1,017,102.46"
,10/08/2021,Bill Payment (Cheque),Maria1773,The Gun Trade Association,,NatWest ****7810,-360,"1,016,742.46"
,10/08/2021,Bill Payment (Cheque),Maria1774,Ruag Ammotec (UK) Ltd,,NatWest ****7810,"-1,592.84","1,015,149.62"
,10/08/2021,Bill,,Triebel GMBH,,ADMINISTRATION:Exchange Rate cost,39.4,"1,015,189.02"
,10/08/2021,Bill,,Hibo Industies (China) Co.Ltd,,ADMINISTRATION:Exchange Rate cost,611.95,"1,015,800.97"
,10/08/2021,Bill,INV-1862,Emberleaf Workshop,,-Split-,412.8,"1,016,213.77"
,10/08/2021,Bill Payment (Cheque),Maria1782,The Company of Gunmakers,,NatWest ****7810,"-4,439.37","1,011,774.40"
,10/08/2021,Bill Payment (Cheque),Maria1772,Triebel GMBH,,NatWest ****7810,"-1,926.37","1,009,848.03"
,10/08/2021,Bill Payment (Cheque),Maria1771,Ernst Apel GMBH,,NatWest ****7810,"-2,464.41","1,007,383.62"
,10/08/2021,Bill Payment (Cheque),Maria1760,L W Butler,,NatWest ****7810,-822,"1,006,561.62"
,10/08/2021,Bill Payment (Cheque),Maria1777,Swarovski Optik,,NatWest ****7810,"-4,269.00","1,002,292.62"
,10/08/2021,Bill,,Ernst Apel GMBH,,ADMINISTRATION:Exchange Rate cost,37.32,"1,002,329.94"
,10/08/2021,Bill Payment (Cheque),Maria1770,Hambrusch,,NatWest ****7810,"-1,875.09","1,000,454.85"
,11/08/2021,Bill,8883754,Chubb Fire & Security Ltd,,MARKETING/SELLING:Repair and maintenance,218.83,"1,000,673.68"
,11/08/2021,Bill,6,Ray St Ledger & Sons,Waiting for corrected Invoice,-Split-,811.2,"1,001,484.88"
,11/08/2021,Bill,HBIV21158 dif,Hibo Industies (China) Co.Ltd,"Initial invoice HBINV21158 posted for $4,910 was amended and the difference of $1,500 posted here.",Stock / Inventory Asset,"1,300.00","1,002,784.88"
,12/08/2021,Bill,ATA21-0042,CARS Classic Automotive Relocation Services,,-Split-,607.8,"1,003,392.68"
,13/08/2021,Bill,1224JRL,Laser Welding Services,,-Split-,159,"1,003,551.68"
,15/08/2021,Bill,3654,Tweed Media,,MARKETING/SELLING:Marketing,"4,800.00","1,008,351.68"
,16/08/2021,Bill,INV102990,PDQ Freight Ltd,,-Split-,"2,151.74","1,010,503.42"
,16/08/2021,Bill,INV102992,PDQ Freight Ltd,,-Split-,689.25,"1,011,192.67"
,16/08/2021,Bill Payment (Cheque),Maria1786,Buck's Club Limited,,NatWest ****7810,-241.25,"1,010,951.42"
,16/08/2021,Bill,INV102991,PDQ Freight Ltd,,-Split-,683.88,"1,011,635.30"
,16/08/2021,Bill,9063484176,Parcelforce,,MARKETING/SELLING:Postage and Delivery,10.98,"1,011,646.28"
,17/08/2021,Bill,H1A309E7E9,eon,,ADMINISTRATION:Utilities,15.62,"1,011,661.90"
,17/08/2021,Bill,44570,The Company of Gunmakers,,-Split-,92.1,"1,011,754.00"
,17/08/2021,Bill Payment (Cheque),9193,Blaser Group UK supplier,,Barter Account,"-2,764.50","1,008,989.50"
,17/08/2021,Bill Payment (Cheque),Maria1784,Steve Kelly,,NatWest ****7810,"-5,850.00","1,003,139.50"
,17/08/2021,Bill Payment (Cheque),Maria1785,SNT Adventure Brands LLC,,-Split-,,"1,003,139.50"
,17/08/2021,Bill Payment (Cheque),9329,Blaser Group,,Commerzbank,"-51,705.36","951,434.14"
