type,title,date_added,release_year,rating,listed_in
Movie,**Koi Aap Sa**,8/27/2021,2006),",?TV-14","Comedies, Dramas, International Movies"
Movie,**Krishna Cottage**,8/27/2021,2004s,",?TV-14","Action & Adventure, Horror Movies, International Movies"
Movie,**Kucch To Hai**,8/27/2021,2003S,",?TV-14","Dramas, International Movies, Thrillers"
Movie,**Kyaa Kool Hai Hum**,8/27/2021,2005,",?TV-MA","Comedies, International Movies, Music & Musicals"
Movie,**Kyaa Kool Hain Hum 3**,8/27/2021,2016C,",?TV-MA","Comedies, International Movies"
Movie,**Kyaa Super Kool Hain Hum**,8/27/2021,2012,",?TV-MA","Comedies, International Movies"
Movie,**Kyo Kii... Main Jhuth Nahin Bolta**,8/27/2021,2001,",?TV-14","Comedies, International Movies, Sci-Fi & Fantasy"
Movie,"**LSD: Love, Sex Aur Dhokha**",8/27/2021,2010,",?TV-MA","Dramas, Independent Movies, International Movies"
Movie,**Mission Istaanbul: Darr Ke Aagey Jeet Hai**,8/27/2021,2008c,",?TV-14","Action & Adventure, International Movies, Music & Musicals"
Movie,**Once Upon a Time in Mumbaai**,8/27/2021,2010,",?TV-14","Dramas, International Movies, Music & Musicals"
TV Show,**Especial 20 años Fútbol de Primera**,5/20/2020,2020,",?TV-14","Docuseries, International TV Shows, Spanish-Language TV Shows"
TV Show,**Hangar 1: The UFO Files**,05/02/2020,2015),",?TV-PG",Docuseries
TV Show,**Hoarders**,05/02/2020,2020,",?TV-PG",Reality TV
TV Show,**The Universe: Ancient Mysteries Solved**,05/02/2020,2015c,",?TV-PG","Docuseries, Science & Nature TV"
TV Show,**دفعة القاهرة**,4/25/2020,2019(,",?TV-14","International TV Shows, TV Dramas"
TV Show,**DreamWorks Spooky Stories: Volume 2**,4/24/2020,2011,",?TV-PG","Kids' TV, TV Comedies"
Movie,**Once Upon a Time in Mumbai Dobaara!**,8/27/2021,2013,",?TV-14","Dramas, International Movies, Music & Musicals"
Movie,**Ragini MMS**,8/27/2021,2011(,",?TV-MA","Horror Movies, International Movies"
Movie,**Ragini MMS 2**,8/27/2021,2014s,",?TV-MA","Horror Movies, International Movies"
TV Show,**Clickbait**,8/25/2021,2021c,",?TV-MA","Crime TV Shows, TV Dramas, TV Mysteries"
TV Show,**The Circle France**,04/09/2020,2020c,",?TV-MA","International TV Shows, Reality TV"
Movie,**Shootout at Lokhandwala**,8/27/2021,2007(,",?TV-MA","Action & Adventure, Dramas, International Movies"
Movie,**Shor In the City**,8/27/2021,2011(,",?TV-14","Comedies, Dramas, Independent Movies"
Movie,**The Dirty Picture**,8/27/2021,2011C,",?TV-14","Comedies, Dramas, International Movies"
TV Show,**Pokémon the Series**,04/01/2020,2019C,",?TV-Y7","Anime Series, Kids' TV"
TV Show,**Wassup Man GO!**,3/27/2020,2020s,",?TV-MA","International TV Shows, Korean TV Shows, Reality TV"
TV Show,**Barbie Dreamhouse Adventures: Go Team Roberts**,3/21/2020,2020C,",?TV-Y",Kids' TV
TV Show,**Archibald's Next Big Thing**,3/20/2020,2020C,",?TV-Y7","Kids' TV, TV Comedies"
TV Show,**Calico Critters Mini Episodes Clover**,03/01/2020,2020c,",?TV-Y",Kids' TV
TV Show,**Passion. Panache. Pep**,2/21/2020,2020),",?TV-G","International TV Shows, Reality TV"
Movie,**Really Love**,8/25/2021,2020s,",?TV-MA","Dramas, Independent Movies, Romantic Movies"
TV Show,**My Holo Love**,02/07/2020,2020(,",?TV-14","International TV Shows, Korean TV Shows, Romantic TV Shows"
TV Show,**Rise of Empires: Ottoman**,1/24/2020,2020,",?TV-MA",Docuseries
TV Show,**Chhota Bheem Kung Fu Dhamaka Series**,01/01/2020,2019c,",?TV-Y7",Kids' TV
TV Show,**Pucca: Love Recipe**,12/31/2019,2018s,",?TV-Y7","Kids' TV, Korean TV Shows"
TV Show,**The Degenerates**,12/31/2019,2019,",?TV-MA","Stand-Up Comedy & Talk Shows, TV Comedies"
TV Show,**Space Jungle**,12/01/2019,2016(,",?TV-Y","Kids' TV, Korean TV Shows, TV Comedies"
TV Show,**The Charming Stepmom**,11/29/2019,2019,",?TV-14","International TV Shows, Romantic TV Shows, TV Comedies"
Movie,**ChuChuTV Surprise Eggs Learning Videos (Hindi)**,10/18/2019,2019),",?TV-Y",Children & Family Movies
TV Show,**Westside Story**,11/15/2019,2003S,",?TV-14","International TV Shows, Romantic TV Shows, TV Action & Adventure"
TV Show,**Happy Jail**,8/14/2019,2019,",?TV-MA","Crime TV Shows, Docuseries"
TV Show,**Sleepless Society: Bedtime Wishes**,10/31/2019,2019s,",?TV-MA","Crime TV Shows, International TV Shows, TV Dramas"
TV Show,**Tunnel**,10/30/2019,2019S,",?TV-14","Crime TV Shows, International TV Shows, TV Dramas"
TV Show,"**ChuChu TV Kids Songs, Learning Videos & Bedtime Stories**",10/18/2019,2019),",?TV-Y",Kids' TV
Movie,**ChuChuTV Bedtime Stories & Moral Stories for Kids (English)**,10/18/2019,2019s,",?TV-Y",Children & Family Movies
Movie,**SAS: Rise of the Black Swan**,8/27/2021,2021c,",?R","Action & Adventure, International Movies"
Movie,"**Bob Ross: Happy Accidents, Betrayal & Greed**",8/25/2021,2021C,",?TV-14",Documentaries
TV Show,**John of God: The Crimes of a Spiritual Healer**,8/25/2021,2021(,",?TV-MA","Crime TV Shows, Docuseries, International TV Shows"
Movie,**The November Man**,8/25/2021,2014C,",?R",Action & Adventure
Movie,**The Old Ways**,8/25/2021,2020s,",?TV-MA",Horror Movies
Movie,**The Water Man**,8/25/2021,2021c,",?PG","Children & Family Movies, Dramas"
Movie,**The River Runner**,8/25/2021,2021),",?TV-MA","Documentaries, Sports Movies"
Movie,**Count Me In**,8/24/2021,2021c,",?TV-MA","Documentaries, Music & Musicals"
Movie,**Untold: Caitlyn Jenner**,8/24/2021,2021,",?TV-PG","Documentaries, LGBTQ Movies, Sports Movies"
Movie,**The Witcher: Nightmare of the Wolf**,8/23/2021,2021(,",?TV-MA","Action & Adventure, Anime Features"
Movie,**Gunshot**,8/20/2021,2018s,",?TV-14","Dramas, International Movies, Thrillers"
Movie,**Unroyal**,8/15/2021,2020,",?TV-MA","Dramas, International Movies"
Movie,**ChuChuTV Bedtime Stories & Moral Stories for Kids (Hindi)**,10/18/2019,2019(,",?TV-Y",Children & Family Movies
Movie,**Sweet Girl**,8/20/2021,2021(,",?R","Action & Adventure, Dramas"
Movie,**ChuChuTV Surprise Eggs Learning Videos (English)**,10/18/2019,2019,",?TV-Y",Children & Family Movies
TV Show,**Beyblade Burst Turbo**,10/10/2019,2018C,",?TV-Y7","Anime Series, Kids' TV"
TV Show,**Super Monsters**,10/04/2019,2019C,",?TV-Y",Kids' TV
Movie,**Little Baby Bum: Go Buster**,10/01/2019,2019,",?TV-Y",Children & Family Movies
TV Show,**Top Boy**,9/13/2019,2019C,",?TV-MA","British TV Shows, Crime TV Shows, International TV Shows"
TV Show,**Loo Loo Kids: Johny & Friends Musical Adventures**,09/01/2019,2016c,",?TV-Y",Kids' TV
TV Show,**HERO MASK**,8/23/2019,2019S,",?TV-14","Anime Series, Crime TV Shows, International TV Shows"
TV Show,**Extreme Engagement**,07/12/2019,2019c,",?TV-MA","International TV Shows, Reality TV"
TV Show,**PILI Fantasy: War of Dragons**,07/12/2019,2019,",?TV-14","International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy"
Movie,**Man in Love**,8/20/2021,2021s,",?TV-MA","Dramas, International Movies, Romantic Movies"
Movie,**Boomika**,8/23/2021,2021S,",?TV-14","Horror Movies, International Movies, Thrillers"
Movie,**Boomika (Hindi)**,8/23/2021,2021c,",?TV-14","Horror Movies, International Movies, Thrillers"
Movie,**Boomika (Malayalam)**,8/23/2021,2021(,",?TV-14","Horror Movies, International Movies, Thrillers"
Movie,**Boomika (Telugu)**,8/23/2021,2021S,",?TV-14","Horror Movies, International Movies, Thrillers"
Movie,**Like Crazy**,8/19/2021,2011S,",?PG-13","Dramas, Independent Movies, Romantic Movies"
Movie,**Bombay**,8/18/2021,1995(,",?TV-14","Dramas, International Movies, Romantic Movies"
Movie,**Pahuna**,8/18/2021,2018,",?TV-PG","Comedies, Dramas, International Movies"
Movie,**O Kadhal Kanmani**,8/18/2021,2015,",?TV-14","Dramas, International Movies, Romantic Movies"
Movie,**The Secret Diary of an Exchange Student**,8/18/2021,2021C,",?TV-14","Comedies, International Movies, Romantic Movies"
Movie,**Walk of Shame**,8/16/2021,2014(,",?R","Comedies, Independent Movies"
Movie,**Untold: Deal With the Devil**,8/18/2021,2021(,",?TV-MA","Documentaries, LGBTQ Movies, Sports Movies"
TV Show,**True Tunes**,07/12/2019,2019c,",?TV-Y",Kids' TV
Movie,**The Piano**,8/15/2021,1993C,",?R","Classic Movies, Dramas, Independent Movies"
Movie,**Lift Like a Girl**,7/15/2021,2021(,",?TV-PG","Documentaries, International Movies, Sports Movies"
TV Show,**Kakegurui**,07/04/2019,2019),",?TV-MA","International TV Shows, TV Dramas, TV Thrillers"
TV Show,**El desconocido**,6/14/2019,2019,",?TV-MA","Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
TV Show,**Killer Ratings**,5/31/2019,2019,",?TV-MA","Crime TV Shows, Docuseries, International TV Shows"
TV Show,**I Hear You**,5/15/2019,2019(,",?TV-14","International TV Shows, Romantic TV Shows, TV Dramas"
TV Show,**Away From Home**,05/08/2019,2015S,",?TV-PG","International TV Shows, TV Dramas"
TV Show,**Bibik-Bibikku**,05/08/2019,2016s,",?TV-PG","International TV Shows, TV Comedies"
TV Show,**Cinta 100KG**,05/08/2019,2016C,",?TV-14","International TV Shows, Romantic TV Shows, TV Dramas"
Movie,**The Loud House Movie**,8/20/2021,2021c,",?TV-Y7","Children & Family Movies, Comedies, Music & Musicals"
Movie,**A Faraway Land**,8/19/2021,2020,",?TV-PG","Dramas, International Movies, Romantic Movies"
Movie,**Black Island**,8/18/2021,2021c,",?TV-MA","International Movies, Thrillers"
Movie,**Memories of a Murderer: The Nilsen Tapes**,8/18/2021,2021,",?TV-MA","Documentaries, International Movies"
Movie,**Out of my league**,8/18/2021,2020C,",?TV-MA","Comedies, Dramas, International Movies"
Movie,**Nneka The Pretty Serpent**,8/18/2021,2020(,",?TV-14","Dramas, International Movies"
TV Show,**Cinta Iris**,05/08/2019,2015C,",?TV-PG","International TV Shows, Romantic TV Shows, TV Dramas"
Movie,**Beckett**,8/13/2021,2021c,",?TV-MA",Action & Adventure
TV Show,**Cinta Si Wedding Planner**,05/08/2019,2015c,",?TV-14","International TV Shows, Romantic TV Shows, TV Dramas"
TV Show,**Cinta Teruna Kimchi**,05/08/2019,2016c,",?TV-PG","International TV Shows, TV Dramas"
TV Show,**Gone for Good**,8/13/2021,2021C,",?TV-MA","Crime TV Shows, International TV Shows, TV Dramas"
TV Show,**Secret of Success**,05/08/2019,2015,",?TV-14","International TV Shows, Romantic TV Shows, TV Comedies"
TV Show,**The Missing Menu**,05/08/2019,2016s,",?TV-PG","International TV Shows, TV Dramas"
TV Show,**Valeria**,8/13/2021,2021,",?TV-MA","International TV Shows, Romantic TV Shows, Spanish-Language TV Shows"
TV Show,**Unchained Fate**,05/08/2019,2016),",?TV-14","International TV Shows, TV Dramas, TV Sci-Fi & Fantasy"
Movie,**Lokillo: Nothing's the Same**,08/12/2021,2021,",?TV-MA",Stand-Up Comedy
Movie,**Monster Hunter: Legends of the Guild**,08/12/2021,2021(,",?TV-PG","Action & Adventure, Anime Features, Children & Family Movies"
TV Show,**I Have a Script**,05/07/2019,2019C,",?TV-14","International TV Shows, TV Comedies, TV Dramas"
Movie,**Brother Jekwu**,08/11/2021,2016C,",?TV-14","Comedies, International Movies"
Movie,**La diosa del asfalto**,08/11/2021,2020),",?TV-MA","Dramas, Independent Movies, International Movies"
Movie,**Misha and the Wolves**,08/11/2021,2021S,",?PG-13","Documentaries, International Movies"
Movie,**The Kissing Booth 3**,08/11/2021,2021C,",?TV-14","Comedies, Romantic Movies"
Movie,**The Railway Man**,08/11/2021,2013(,",?R","Dramas, International Movies"
TV Show,**What If?**,05/07/2019,2019S,",?TV-14","International TV Shows, TV Dramas"
Movie,**Super Monsters Furever Friends**,4/16/2019,2019S,",?TV-Y",Children & Family Movies
TV Show,**Kicko & Super Speedo**,04/01/2019,2018,",?TV-Y7","Kids' TV, TV Comedies"
TV Show,**The Terminal**,3/29/2019,2018C,",?TV-14","International TV Shows, TV Dramas"
TV Show,**The Eagle of El-Se'eed**,3/25/2019,2018s,",?TV-14","Crime TV Shows, International TV Shows, TV Action & Adventure"
TV Show,**The 10 Sins**,3/22/2019,2018S,",?TV-14","International TV Shows, TV Dramas"
Movie,**Antoine Griezmann: The Making of a Legend**,3/21/2019,2019c,",?TV-PG","Documentaries, International Movies, Sports Movies"
TV Show,**09-Feb**,3/20/2019,2018(,",?TV-14","International TV Shows, TV Dramas"
TV Show,**My Pride**,3/15/2019,2018(,",?TV-14","International TV Shows, TV Dramas"
TV Show,**The Disappearance of Madeleine McCann**,3/15/2019,2019,",?TV-14","Crime TV Shows, Docuseries"
TV Show,**The Confrontation**,03/08/2019,2018c,",?TV-PG","International TV Shows, TV Dramas"
TV Show,**Larva Island**,03/01/2019,2019c,",?TV-Y7","Kids' TV, Korean TV Shows, TV Comedies"
TV Show,**Losers**,03/01/2019,2019),",?TV-MA",Docuseries
TV Show,**Larry Charles' Dangerous World of Comedy**,2/15/2019,2019S,",?TV-MA","Docuseries, TV Comedies"
TV Show,**The 43**,2/15/2019,2019C,",?TV-MA","Crime TV Shows, Docuseries, International TV Shows"
TV Show,**Dinotrux Supercharged**,08/03/2018,2018),",?TV-Y7",Kids' TV
TV Show,**Paprika**,1/31/2019,2018(,",?TV-Y",Kids' TV
Movie,**Untold: Malice at the Palace**,08/10/2021,2021),",?TV-MA","Documentaries, Sports Movies"
TV Show,**The Perfect Match**,1/25/2019,2017c,",?TV-14","International TV Shows, Romantic TV Shows, TV Comedies"
Movie,**Quartet**,08/08/2021,2012(,",?PG-13","Comedies, Dramas, Independent Movies"
Movie,**Slay**,08/08/2021,2021S,",?TV-MA","Comedies, International Movies, Romantic Movies"
Movie,**The Paper Tigers**,08/07/2021,2021,",?PG-13","Action & Adventure, Comedies"
TV Show,**Memory Love**,1/18/2019,2017C,",?TV-14","International TV Shows, Romantic TV Shows, TV Dramas"
TV Show,**Navarasa**,08/06/2021,2021),",?TV-MA",TV Shows
Movie,**Quam's Money**,08/06/2021,2020),",?TV-MA","Comedies, Dramas, International Movies"
Movie,**The Swarm**,08/06/2021,2021c,",?TV-14","Horror Movies, Independent Movies, International Movies"
Movie,**Vivo**,08/06/2021,2021),",?PG","Children & Family Movies, Music & Musicals"
Movie,**Chennai Express**,08/05/2021,2013,",?TV-14","Action & Adventure, Comedies, International Movies"
Movie,**City of God: 10 Years Later**,08/05/2021,2013(,",?TV-MA","Documentaries, International Movies"
Movie,**Esperando la carroza**,08/05/2021,1985,",?TV-MA","Comedies, Cult Movies, International Movies"
Movie,**Lady Boss: The Jackie Collins Story**,08/05/2021,2021c,",?TV-14",Documentaries
Movie,**Tango Feroz**,08/05/2021,1993C,",?TV-MA","Classic Movies, Dramas, International Movies"
TV Show,**Trigger Warning with Killer Mike**,1/18/2019,2019,",?TV-MA","Docuseries, Stand-Up Comedy & Talk Shows"
TV Show,**Back with the Ex**,01/11/2019,2018S,",?TV-MA","International TV Shows, Reality TV, Romantic TV Shows"
TV Show,**See You in Time**,01/04/2019,2017(,",?TV-14","International TV Shows, Romantic TV Shows, TV Dramas"
TV Show,**Pioneers: First Women Filmmakers***,12/30/2018,1925,",?TV-14",TV Shows
Movie,**Bill Hicks: Reflections**,12/31/2018,2015(,",?TV-MA",Documentaries
TV Show,**Single Ladies Senior**,12/22/2018,2018,",?TV-MA","International TV Shows, Romantic TV Shows, TV Dramas"
TV Show,**Inside the Real Narcos**,12/14/2018,2018C,",?TV-MA","British TV Shows, Crime TV Shows, Docuseries"
TV Show,**Haunted House**,12/01/2018,2017(,",?TV-G","Kids' TV, Korean TV Shows"
Movie,**Oddbods: The Festive Menace**,12/01/2018,2018c,",?TV-Y",Movies
TV Show,**Kulipari: Dream Walker**,11/20/2018,2018,",?TV-Y7",Kids' TV
Movie,**'76**,08/04/2021,2016S,",?TV-PG","Dramas, International Movies"
Movie,**Aftermath**,08/04/2021,2021c,",?TV-MA",Horror Movies
Movie,**American Masters: Inventing David Geffen**,08/04/2021,2012(,",?TV-MA",Movies
TV Show,**Paap-O-Meter**,11/20/2018,2017,",?TV-Y7","Kids' TV, TV Comedies"
TV Show,**Cocaine Cowboys: The Kings of Miami**,08/04/2021,2021S,",?TV-MA","Crime TV Shows, Docuseries"
TV Show,**Beyblade Burst Evolution**,11/15/2018,2017(,",?TV-Y","Anime Series, Kids' TV"
TV Show,**The Great British Baking Show: The Beginnings**,11/01/2018,2012),",?TV-PG","British TV Shows, Reality TV"
Movie,**Oddbods: Party Monsters**,10/19/2018,2018,",?TV-Y",Movies
Movie,**Heavy**,08/03/2021,1995S,",?R","Dramas, Independent Movies, Romantic Movies"
Movie,**Ije: The Journey**,08/03/2021,2010S,",?TV-MA","Dramas, International Movies"
TV Show,**Office Girls**,08/03/2021,2011C,",?TV-14","International TV Shows, Romantic TV Shows, TV Comedies"
Movie,**Pray Away**,08/03/2021,2021c,",?PG-13","Documentaries, LGBTQ Movies"
TV Show,**Edgar Rice Burroughs' Tarzan and Jane**,10/12/2018,2018S,",?TV-Y7","Crime TV Shows, Kids' TV"
TV Show,**Ordinary Heroes**,10/11/2018,2018,",?TV-MA","Crime TV Shows, International TV Shows, TV Dramas"
TV Show,**Salt Fat Acid Heat**,10/11/2018,2018c,",?TV-PG",Docuseries
TV Show,**Dancing Queen**,10/05/2018,2018s,",?TV-14",Reality TV
TV Show,**Violet Evergarden: Special**,10/04/2018,2018C,",?TV-PG","Anime Series, International TV Shows, Romantic TV Shows"
TV Show,**Battlefish**,9/21/2018,2018),",?TV-MA","Reality TV, Science & Nature TV, TV Action & Adventure"
Movie,**Beethoven**,08/01/2021,1992(,",?PG","Children & Family Movies, Comedies"
TV Show,**Super Monsters Monster Party**,9/14/2018,2018,",?TV-Y",Kids' TV
TV Show,**If I were an Animal**,09/11/2018,2018),",?TV-G","Docuseries, Kids' TV, Science & Nature TV"
TV Show,**Show Me the Money**,09/09/2018,2004S,",?TV-14","International TV Shows, TV Comedies"
TV Show,**Pretty Man**,08/08/2018,2018c,",?TV-14","International TV Shows, Romantic TV Shows, TV Dramas"
TV Show,**Camarón Revolution**,7/18/2018,2018s,",?TV-14","Docuseries, International TV Shows, Spanish-Language TV Shows"
Movie,**Pocoyo & Cars**,05/01/2018,2015),",?TV-Y",Movies
Movie,**Pocoyo Carnival**,05/01/2018,2015,",?TV-Y",Movies
Movie,**Pocoyo Halloween: Spooky Movies**,05/01/2018,2014S,",?TV-Y",Movies
TV Show,**Spiritual House**,05/01/2018,2017),",?TV-PG","International TV Shows, Stand-Up Comedy & Talk Shows"
TV Show,**Goodnight DJ 1**,4/27/2018,2016,",?TV-14","International TV Shows, TV Dramas, TV Horror"
TV Show,**Moving On**,4/27/2018,2016C,",?TV-PG","International TV Shows, TV Dramas"
TV Show,**Trio and a Bed**,4/27/2018,2016(,",?TV-PG","International TV Shows, Romantic TV Shows, TV Comedies"
TV Show,**海的儿子**,4/27/2018,2016(,",?TV-14","International TV Shows, TV Dramas"
TV Show,**Breakout**,07/01/2017,2010s,",?TV-14","International TV Shows, TV Dramas"
TV Show,**Tundukkan Playboy Itu**,01/08/2018,2016,",?TV-PG","International TV Shows, Romantic TV Shows, TV Comedies"
TV Show,**Wadi**,12/29/2017,2015,",?TV-14","International TV Shows, TV Dramas"
TV Show,**Part-Time Idol**,12/25/2017,2017),",?TV-14","International TV Shows, Korean TV Shows, TV Comedies"
TV Show,**Cheuk Wan-Chi: Two Night Stand**,12/15/2017,2015c,",?TV-MA","International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies"
Movie,**Beethoven's 2nd**,08/01/2021,1993C,",?PG","Children & Family Movies, Comedies"
Movie,**Beowulf**,08/01/2021,2007(,",?PG-13","Action & Adventure, Sci-Fi & Fantasy"
Movie,**Boyka: Undisputed**,08/01/2021,2016),",?R",Action & Adventure
Movie,**Catch Me If You Can**,08/01/2021,2002C,",?PG-13",Dramas
Movie,**Cloudy with a Chance of Meatballs**,08/01/2021,2009c,",?PG","Children & Family Movies, Comedies, Sci-Fi & Fantasy"
TV Show,**Dawai Asmara**,12/11/2017,2016S,",?TV-14","International TV Shows, TV Dramas"
Movie,**Deep Blue Sea**,08/01/2021,1999C,",?R","Action & Adventure, Horror Movies, Sci-Fi & Fantasy"
Movie,**Ferris Bueller's Day Off**,08/01/2021,1986),",?PG-13","Classic Movies, Comedies, Cult Movies"
Movie,**Five Feet Apart**,08/01/2021,2019,",?PG-13","Dramas, Romantic Movies"
